,Name,text
2572,Irish Hot Chocolate, pour baileys irish cream into a coffee mug then fill with prepared nestle hot chocolate top with whipped cream or marshmellows and a cherry     irish cream  fill with hot chocolate
2573,Ambience, rim a collins glass with lime juice and dip in caster sugar fill with broken ice shake all ingredients in a shaker and strain into the collins glass add a slice of lime or a cherry and serve with straws     brandy    vodka    orange liqueur    orange juice    lime juice    sugar syrup
2574,Italian Colada, shake well over ice cubes in a shaker and strain into a large highball glass over crushed ice garnish with an amarelle cherry and serve     brandy    white rum    almond liqueur    apple juice    coconut cream   cream
2575,Italian Sombrero, shake amaretto and cream well pour into a champagne flute and serve     almond liqueur    light cream
2576,Italian Soda 2, pour chambord into bottom of the glass top with soda water do not stir serve with straw     raspberry liqueur  fill with soda water
2577,International Stinger, shake well with ice and pour over ice cubes on the rocks in an oldfashioned glass     brandy    herbal liqueur
2578,Italian Crown, pour both ingredients into an oldfashioned glass halffilled with ice cubes allow the ice to melt for a few moments stir and serve     canadian whisky    almond liqueur
2579,Irish Rose, pour ingredients into a stainless steel shaker over ice shake until completely cold then strain into a chilled stemmed glass or rocks glass filled with ice     strawberry cream liqueur    irish cream    brown creme de cacao
2580,Ixtapa, pour ingredients into chilled cocktail glass and stir     coffee liqueur    white tequila
2581,Ivan`s Holiday, pour the smirnoff vanilla vodka smirnoff green apple vodka monin cinnamon syrup and juice  apple juice into a highball glass filled up with ice put a shaker on the glass and shake it well squeeze a wedge of lime in it and serve     vanilla vodka    apple vodka   dashs cinnamon syrup    apple juice   lime
2582,Island Tide, pour anejo rum and bacardi limon into a collins glass with ice if desired almost fill with peach juice and add lemon juice stir and sink  mandarin orange and  peach slices to the bottom garnish the glass with a lemon slice peach slice or mandari     aged rum    lemon rum  peach juice   splashs lemon juice
2583,Irish Monk, pour liqueurs into an irish coffee cup fill with good quality hot chocolate add plenty of whipped cream     hazelnut liqueur    irish cream  hot chocolate    whipped cream
2584,Ambrosia Martini, add all ingredients to a cocktail shaker halffilled with ice cubes shake vigorously pour into a highball glass and serve     raspberry vodka    blue curacao liqueur    raspberry liqueur    apple juice
2585,Irish Ghost, pour all ingredients into a cocktail shaker with ice and shake for  to  seconds strain into a cup with some ice if desired and serve     irish cream    coffee liqueur    herbal liqueur    cream
2586,Irish Cappuccino, add baileys to a standard cappuccino and serve     irish cream   cupss cappuccino
2587,Irish Tea, make a cup of tea add sugar or sweetener if wanted add baileys irish cream to your liking     irish cream      tea     tsp sugar
2588,Irish Paddy, pour ingredients into a stainless steel shaker over ice shake until completely cold then strain into a chilled stemmed or a rocks glass filled with iceside garnish with a york peppermint paddy or a fudge mint oreo     irish cream    creme de cacao    green creme de menthe
2589,Island Girl, add all ingredients to a highball glass roll and serve     vodka    guava juice   splashs cranberry juice   dashs orange juice
2590,The Icelandic Way, mix a normal glass of vodka and fanta lemon drink down to half and fill up with equal parts of beer and coke    cl vodka   cl lemon soda  bitter beer  cola
2591,Irish Mudslide, use a chilled beer mug add irish cream and fill with root beer     irish cream    root beer
2592,Island Doctor, pour the captain morgans parrot bay coconut rum and dr pepper together over ice in a highball glass stir and serve     coconut rum    pepper soda
2593,Instant Death 2, combine ingredients in an oldfashioned glass and drink fast     op rum    herbal liqueur
2594,Irish Comfort, combine southern comfort and blue curacao in a highball glass over ice add enough orange juice to fill the glass the orange juice and blue curacao will combine to form a lovely green shade     peach liqueur    blue curacao liqueur  orange juice
2595,Amber Amour, pour amaretto and sour mix over ice in a collins glass top with club soda and garnish with a cherry     almond liqueur    sours  club soda   cherry
2596,Indian Apple Martini, shake the above ingredients over ice in a cocktail shaker pour into a martini cocktail glass with a sour apple sugar rim garnish with an apple slice and serve     apple vodka     apple liqueur    apple juice    sours
2597,Island Breeze 2, stir all ingredients together in a highball glass add ice as desired and serve     peach schnapps    sour apple schnapps   splashs grenadine syrup    apple juice      lemonade
2598,Irish Shillelagh, shake with a glassful of broken ice pour unstrained into an oldfashioned glass and serve     irish whiskey    gin   tsp white rum   tsp peach schnapps   tsp lemon juice   tsp sugar syrup
2599,Inauguratini, shake the vodka cranberry juice and lime juice in a cocktail shaker halffilled with ice cubes strain into a cocktail glass make a small snowball of crushed ice in the palm of your hand it needs to sit a little higher in the glass than the cranberry m     vodka    cranberry juice   splashs lime juice    blue curacao liqueur
2600,Intercourse, pour the absolut vodka and orange juice into a cocktail glass stir well top with equal amounts of hawaiian fruit punch and mountain dew and serve     vodka    orange juice   fruit punch    citrus soda
2601,Ice Pick, put vodka in glass fill with iced tea stir in lemon to taste     vodka    iced tea  lemon juice
2602,Ice Pick 2, in a large ice filled glass pour vodka then tea add a lemon wedge for garnish surprisingly refreshing     vodka    iced tea
2603,Italian Surfer, pour ingredients into an ice filled glass stir to mix    parts apple juice   parts almond liqueur   parts coconut rum
2604,IED (Improvised Explosive Device), combine jagermeister smoke goldschlager fragmentation and jose cuervo tequila because we had  mexican in the platoon in a highball or oldfashioned glass after all ingredients have been combined drop some lit bacardi  rum into the glass and s     op rum    herbal liqueur    cinnamon schnapps    aged tequila
2605,Instant Death, put in all alcoholic ingredients first water last then salt     op rum    grain alcohol    herbal liqueur    water   dashs salt
2606,Amaretto Seduction, combine all ingredients together in a blender withwithout ice blend well pour over ice if not already used in a hurricane glass and serve       almond liqueur    triple sec    lemonlime soda    peach schnapps    orange juice   sours   cups ice
2607,Irish Cream 2, put everything into a blender and mix makes about three small mason jars    qt halfandhalf   cupss whiskey   cans condensed milk   egg   tbsp chocolate sauce
2608,Irish Cream 1, combine all the ingredients in a blender blend on lowest setting until frothy or well blended serve in wine glasses    pints whipping cream    tsp vanilla     cupss brandy   tbsp chocolate sauce   egg    condensed milk
2609,Irish Cream BTB, mix all the ingredients thoroughly except for the whipping cream you can use a mixer recommended or by hand after all the ingredients are mixed well you will add the whipping cream mix lightly do not overmix btb  better than baileys    cupss whiskey   cupss rum   pints whipping cream   cans condensed milk   egg   tbsp chocolate sauce   tsp vanilla
2610,Irish Cream 3, blend all ingredients in a blender until mixed well serve cold stores for up to two weeks in the fridge but its never lasted that long    pints halfandhalf   egg   cupss irish whiskey   tbsp chocolate sauce   dashs cinnamon sugar   tsp vanilla
2611,Irish Cream Special, put ice cubes into the bottom of a brandy snifter slowly pour baileys irish cream over ice next pour in milk and then stir gently add more to taste for chocoholics add hearshys chocolate sauce     irish cream    milk   ice cubes
2612,Irish Anti-freeze, combine all ingredients in blender with crushed ice fren strawberries also can be added but optional blend and pour into sugar lined glasses top with umbrellas     white rum    strawberry daiquiri mix   tbsp llemonlime powder   cups sugar    watermelon vodka
2613,Irish Cream Liqueur, mix scotch and milk add halfandhalf add syrups and serve in wine glasses    cupss scotch whiskey    cupss halfandhalf   cans condensed milk   drops coconut syrup   tbsp chocolate sauce
2614,Irish Dream, combine the hazelnut liqueur irish cream brown creme de cacao and vanilla ice cream in a blender with one cup of crushed ice pour into a frosted pilsner glass top with whipped cream garnish with chocolate sprinkles or shavings and serve     hazelnut liqueur    irish cream    brown creme de cacao    ice cream    whipped cream
